fips,state_abbr,county_name,ur_code,ur_label,is_urban,park_access_pct,inactivity_rate,obesity_rate,smoking_rate,life_expectancy,inactivity_zscore,le_deficit,park_quartile
01129,AL,Washington,6,Non-core (rural),0,41.7,29.9,41.1,17.9,73.722011328,0.8719493437927698,2.2587008150000116,Q4 (highest)
01131,AL,Wilcox,6,Non-core (rural),0,48.5,39.1,51.2,21.6,68.860422774,2.753009447698459,7.120289369000005,Q4 (highest)
01133,AL,Winston,6,Non-core (rural),0,39.1,31.8,39.0,19.6,73.179478237,1.2604291478602494,2.8012339060000073,Q3
02013,AK,Aleutians East,6,Non-core (rural),0,31.3,28.5,30.7,17.0,77.09380816,0.5857010671114696,-1.1130960169999895,Q1 (lowest)
02016,AK,Aleutians West,6,Non-core (rural),0,30.3,25.2,31.9,16.2,86.265929227,-0.08902701363731005,-10.285217083999996,Q1 (lowest)
02020,AK,Anchorage,3,Medium metro,1,32.9,19.8,35.0,14.1,77.09380816,-1.19312750940804,-1.1130960169999895,Q1 (lowest)
02050,AK,Bethel,6,Non-core (rural),0,43.1,33.3,39.1,31.0,69.787552991,1.5671237300187848,6.193159152000007,Q4 (highest)
02060,AK,Bristol Bay,6,Non-core (rural),0,35.6,20.7,34.5,16.5,77.09380816,-1.0091107601129186,-1.1130960169999895,Q2
02063,AK,Chugach,-1,,0,31.4,20.2,30.7,14.7,77.09380816,-1.1113422874990972,-1.1130960169999895,Q1 (lowest)
02066,AK,Copper River,-1,,0,34.9,21.7,33.6,17.8,77.09380816,-0.8046477053405611,-1.1130960169999895,Q1 (lowest)
02068,AK,Denali,6,Non-core (rural),0,27.6,20.9,31.3,16.3,84.687740918,-0.9682181491584472,-8.707028774999998,Q1 (lowest)
02070,AK,Dillingham,6,Non-core (rural),0,40.7,29.3,38.5,25.7,68.436998562,0.7492715109293557,7.543713581000006,Q4 (highest)
02090,AK,Fairbanks North Star,4,Small metro,1,33.900000000000006,21.2,35.3,14.3,78.64359636,-0.9068792327267398,-2.6628842169999984,Q1 (lowest)
02100,AK,Haines,6,Non-core (rural),0,32.300000000000004,20.1,33.3,13.8,79.850944397,-1.1317885929763325,-3.870232254000001,Q1 (lowest)
02105,AK,Hoonah-Angoon,6,Non-core (rural),0,38.6,24.3,36.4,19.7,76.971131816,-0.27304376293243143,-0.990419672999991,Q3
02110,AK,Juneau,5,Micropolitan,0,30.9,17.0,35.0,13.9,80.357094337,-1.765624062770641,-4.376382194000001,Q1 (lowest)
02122,AK,Kenai Peninsula,6,Non-core (rural),0,31.4,21.5,32.0,16.2,78.758535329,-0.8455403162950325,-2.777823185999992,Q1 (lowest)
02130,AK,Ketchikan Gateway,5,Micropolitan,0,33.300000000000004,21.0,37.7,15.9,78.346908432,-0.9477718436812111,-2.3661962890000012,Q1 (lowest)
02150,AK,Kodiak Island,6,Non-core (rural),0,30.0,22.7,31.5,15.0,78.137105539,-0.6001846505682037,-2.1563933959999986,Q1 (lowest)
02158,AK,Kusilvak,6,Non-core (rural),0,48.8,38.5,46.5,36.6,65.180262542,2.630331614835044,10.800449601000011,Q4 (highest)
02164,AK,Lake and Peninsula,6,Non-core (rural),0,39.6,28.7,38.6,24.7,77.09380816,0.626593678065941,-1.1130960169999895,Q3
02170,AK,Matanuska-Susitna,3,Medium metro,1,35.2,22.7,37.0,17.3,76.967535447,-0.6001846505682037,-0.9868233039999978,Q2
02180,AK,Nome,6,Non-core (rural),0,40.8,29.3,38.8,28.7,68.544693484,0.7492715109293557,7.436018658999998,Q4 (highest)
02185,AK,North Slope,6,Non-core (rural),0,36.5,23.6,42.3,19.9,75.403141126,-0.4161679012730815,0.577571017000011,Q2
02188,AK,Northwest Arctic,6,Non-core (rural),0,40.8,30.8,40.9,28.6,70.744333606,1.0559660930878918,5.236378537000007,Q4 (highest)
02195,AK,Petersburg,6,Non-core (rural),0,30.7,20.4,30.8,15.3,79.319314035,-1.0704496765446259,-3.338601892,Q1 (lowest)
02198,AK,Prince of Wales-Hyder,6,Non-core (rural),0,39.1,25.1,37.7,22.0,72.015004028,-0.10947331911454536,3.965708114999998,Q3
02220,AK,Sitka,6,Non-core (rural),0,31.7,19.2,29.7,13.9,80.096368822,-1.3158053422714546,-4.115656678999997,Q1 (lowest)
02230,AK,Skagway,6,Non-core (rural),0,32.9,20.8,36.2,14.6,77.09380816,-0.9886644546356825,-1.1130960169999895,Q1 (lowest)
02240,AK,Southeast Fairbanks,6,Non-core (rural),0,34.0,25.8,35.0,18.0,75.383073158,0.033650819226104696,0.5976389850000032,Q1 (lowest)
02275,AK,Wrangell,6,Non-core (rural),0,33.6,24.6,35.0,17.0,80.328602846,-0.21170484650072408,-4.34789070299999,Q1 (lowest)
02282,AK,Yakutat,6,Non-core (rural),0,35.7,25.2,35.4,20.5,77.09380816,-0.08902701363731005,-1.1130960169999895,Q2
02290,AK,Yukon-Koyukuk,6,Non-core (rural),0,37.4,29.4,36.9,27.5,70.225076916,0.769717816406591,5.755635226999999,Q2
04001,AZ,Apache,6,Non-core (rural),0,37.7,27.8,36.0,23.1,66.094833518,0.44257692877081956,9.885878625000004,Q3
04003,AZ,Cochise,4,Small metro,1,34.300000000000004,24.2,31.2,13.4,76.705461843,-0.2934900684096675,-0.7247496999999896,Q1 (lowest)
04005,AZ,Coconino,4,Small metro,1,26.4,16.8,25.3,12.9,76.712354027,-1.8065166737251122,-0.7316418839999983,Q1 (lowest)
04007,AZ,Gila,5,Micropolitan,0,36.6,27.4,32.2,15.4,70.7179949,0.36079170686187617,5.2627172430000115,Q2
04009,AZ,Graham,5,Micropolitan,0,36.3,25.6,36.3,15.5,75.022930011,-0.007241791728366645,0.9577821320000055,Q2
04011,AZ,Greenlee,6,Non-core (rural),0,31.1,23.1,33.1,11.6,77.993885409,-0.5183994286592603,-2.0131732659999955,Q1 (lowest)
04012,AZ,La Paz,6,Non-core (rural),0,35.3,32.1,36.1,14.1,73.978040219,1.3217680642919567,2.002671924000012,Q2
04013,AZ,Maricopa,1,Large central metro,1,30.9,20.4,30.6,11.0,78.160544614,-1.0704496765446259,-2.1798324709999974,Q1 (lowest)
04015,AZ,Mohave,4,Small metro,1,35.7,26.6,33.3,17.1,73.769834334,0.1972212630439908,2.21087780900001,Q2
04017,AZ,Navajo,5,Micropolitan,0,38.2,26.4,37.9,19.5,68.756275353,0.1563286520895187,7.224436789999999,Q3
04019,AZ,Pima,3,Medium metro,1,32.9,22.3,32.2,11.3,77.12531728,-0.6819698724771464,-1.1446051369999992,Q1 (lowest)
04021,AZ,Pinal,2,Large fringe metro,1,37.5,25.5,38.4,12.7,79.416431287,-0.02768809720560268,-3.4357191439999895,Q2
04023,AZ,Santa Cruz,5,Micropolitan,0,35.5,31.4,34.8,12.0,79.601627929,1.178643925951306,-3.6209157859999976,Q2
04025,AZ,Yavapai,4,Small metro,1,27.4,22.5,27.0,12.0,76.99002318,-0.641077261522675,-1.0093110369999891,Q1 (lowest)
04027,AZ,Yuma,4,Small metro,1,40.8,28.5,39.0,12.7,78.553120252,0.5857010671114696,-2.572408108999994,Q4 (highest)
05001,AR,Arkansas,6,Non-core (rural),0,37.9,33.7,39.0,17.6,70.208546081,1.648908951927729,5.772166062000011,Q3
05003,AR,Ashley,6,Non-core (rural),0,42.0,41.9,45.2,20.7,71.884870665,3.325506001061059,4.095841478000011,Q4 (highest)
05005,AR,Baxter,5,Micropolitan,0,35.5,33.4,37.7,16.6,74.473991032,1.5875700354960207,1.5067211110000045,Q2
05007,AR,Benton,3,Medium metro,1,34.599999999999994,25.7,35.3,11.7,78.501948461,0.013204513748868664,-2.5212363179999926,Q1 (lowest)
05009,AR,Boone,5,Micropolitan,0,39.0,30.8,40.7,16.4,74.855603675,1.0559660930878918,1.1251084680000076,Q3
05011,AR,Bradley,6,Non-core (rural),0,42.2,40.3,42.5,18.9,71.322855563,2.9983651134252867,4.657856580000001,Q4 (highest)
05013,AR,Calhoun,5,Micropolitan,0,41.9,31.5,39.2,16.6,70.839457755,1.1990902314285419,5.141254388000007,Q4 (highest)
05015,AR,Carroll,6,Non-core (rural),0,36.7,34.5,37.7,17.0,75.926865071,1.8124793957456142,0.0538470720000106,Q2
05017,AR,Chicot,6,Non-core (rural),0,47.1,42.2,47.1,19.7,70.976438423,3.386844917492767,5.0042737200000005,Q4 (highest)
05019,AR,Clark,5,Micropolitan,0,42.6,32.1,40.0,17.4,73.970494437,1.3217680642919567,2.010217706000006,Q4 (highest)
05021,AR,Clay,6,Non-core (rural),0,39.1,35.8,40.2,18.3,72.509920077,2.0782813669496782,3.4707920660000013,Q3
05023,AR,Cleburne,6,Non-core (rural),0,37.6,34.6,37.9,17.4,75.169252471,1.8329257012228504,0.8114596720000122,Q2
05025,AR,Cleveland,4,Small metro,1,40.400000000000006,32.4,42.2,18.2,73.368987141,1.3831069807236633,2.611725002,Q4 (highest)
05027,AR,Columbia,5,Micropolitan,0,41.7,34.6,39.9,18.0,72.264733023,1.8329257012228504,3.71597912,Q4 (highest)
05029,AR,Conway,6,Non-core (rural),0,40.6,36.5,41.1,18.8,74.092624452,2.221405505290329,1.8880876910000097,Q4 (highest)
05031,AR,Craighead,4,Small metro,1,42.7,30.9,39.6,16.2,75.064040605,1.0764123985651273,0.9166715380000028,Q4 (highest)
05033,AR,Crawford,3,Medium metro,1,39.4,29.9,38.8,17.1,74.428528838,0.8719493437927698,1.5521833049999998,Q3
05035,AR,Crittenden,2,Large fringe metro,1,43.8,38.7,46.8,18.5,70.411163015,2.671224225789516,5.569549128000006,Q4 (highest)
05037,AR,Cross,6,Non-core (rural),0,43.0,36.9,45.0,19.8,71.927384391,2.3031907271992718,4.053327752000001,Q4 (highest)
05039,AR,Dallas,6,Non-core (rural),0,40.400000000000006,37.8,41.9,16.3,71.20601202,2.487207476494393,4.774700123000002,Q4 (highest)
05041,AR,Desha,6,Non-core (rural),0,45.1,44.3,46.6,23.0,71.458592572,3.8162173325147166,4.522119571000005,Q4 (highest)
05043,AR,Drew,6,Non-core (rural),0,41.5,35.8,43.8,18.6,73.456521355,2.0782813669496782,2.5241907879999985,Q4 (highest)
05045,AR,Faulkner,3,Medium metro,1,36.8,26.6,39.8,13.6,75.789809023,0.1972212630439908,0.19090312000000154,Q2
05047,AR,Franklin,6,Non-core (rural),0,39.900000000000006,35.5,39.8,19.5,72.813758305,2.0169424505179716,3.166953838000012,Q3
05049,AR,Fulton,6,Non-core (rural),0,40.6,37.8,39.6,21.4,72.768624336,2.487207476494393,3.212087807000003,Q4 (highest)
05051,AR,Garland,4,Small metro,1,36.5,28.3,39.1,15.5,72.975717768,0.5448084561569982,3.0049943750000097,Q2
05053,AR,Grant,3,Medium metro,1,39.3,29.6,36.6,15.6,73.81601755,0.8106104273610631,2.164694593000007,Q3
05055,AR,Greene,5,Micropolitan,0,39.5,35.0,42.3,18.5,74.071660993,1.914710923131793,1.9090511500000105,Q3
05057,AR,Hempstead,6,Non-core (rural),0,44.8,39.7,45.6,17.7,74.822696928,2.8756872805618734,1.158015215000006,Q4 (highest)
05059,AR,Hot Spring,5,Micropolitan,0,35.5,34.4,36.9,18.6,72.981994567,1.7920330902683783,2.998717576000004,Q2
05061,AR,Howard,6,Non-core (rural),0,41.3,34.4,39.4,17.1,73.067267596,1.7920330902683783,2.9134445470000117,Q4 (highest)
05063,AR,Independence,5,Micropolitan,0,37.4,34.1,41.6,17.8,74.260337928,1.7306941738366717,1.7203742150000068,Q2
05065,AR,Izard,6,Non-core (rural),0,37.6,37.3,41.2,20.5,74.26158922,2.3849759491082145,1.7191229230000005,Q2
05067,AR,Jackson,6,Non-core (rural),0,40.0,39.5,43.9,21.1,71.806161762,2.8347946696074016,4.174550381000003,Q3
05069,AR,Jefferson,4,Small metro,1,43.3,37.0,46.3,17.3,70.951506481,2.323637032676508,5.02920566200001,Q4 (highest)
05071,AR,Johnson,6,Non-core (rural),0,38.6,35.7,37.5,18.7,73.709083267,2.057835061472444,2.2716288760000083,Q3
05073,AR,Lafayette,6,Non-core (rural),0,43.3,43.5,46.3,22.6,73.394666294,3.652646888696831,2.5860458490000013,Q4 (highest)
05075,AR,Lawrence,6,Non-core (rural),0,39.1,34.8,43.7,20.6,72.054232599,1.8738183121773209,3.926479544000003,Q3
05077,AR,Lee,6,Non-core (rural),0,46.9,41.2,47.0,22.3,69.286815889,3.1823818627204097,6.693896254000009,Q4 (highest)
05079,AR,Lincoln,4,Small metro,1,41.5,36.1,42.8,19.9,73.166111406,2.1396202833813867,2.8146007370000063,Q4 (highest)
05081,AR,Little River,4,Small metro,1,40.6,34.6,41.3,17.8,72.104025989,1.8329257012228504,3.876686154000012,Q4 (highest)
05083,AR,Logan,6,Non-core (rural),0,39.900000000000006,33.8,37.7,18.3,72.296942178,1.6693552574049635,3.6837699650000104,Q3
05085,AR,Lonoke,3,Medium metro,1,36.8,31.0,36.1,15.9,74.607088655,1.0968587040423632,1.3736234880000069,Q2
05087,AR,Madison,3,Medium metro,1,38.6,33.4,40.8,19.0,75.970248585,1.5875700354960207,0.010463558000012085,Q3
05089,AR,Marion,6,Non-core (rural),0,37.3,31.3,37.9,18.0,73.732218395,1.1581976204740707,2.2484937480000013,Q2
05091,AR,Miller,4,Small metro,1,38.1,37.9,38.1,19.1,71.993726492,2.507653781971629,3.986985651000012,Q3
05093,AR,Mississippi,5,Micropolitan,0,39.2,36.7,46.6,19.1,68.28796648,2.2622981162448013,7.692745663000011,Q3
05095,AR,Monroe,6,Non-core (rural),0,43.0,36.8,43.7,19.1,69.271294095,2.2827444217220356,6.709418048000003,Q4 (highest)
05097,AR,Montgomery,6,Non-core (rural),0,37.8,32.6,41.1,18.8,72.658069102,1.4239995916781354,3.3226430410000063,Q3
05099,AR,Nevada,6,Non-core (rural),0,40.1,40.8,44.1,21.1,73.110096153,3.1005966408114656,2.8706159900000046,Q3
05101,AR,Newton,5,Micropolitan,0,39.900000000000006,31.1,38.6,18.7,74.345097328,1.1173050095195993,1.635614815000011,Q3
05103,AR,Ouachita,5,Micropolitan,0,40.0,35.8,43.4,18.2,71.533394321,2.0782813669496782,4.447317822000002,Q3
05105,AR,Perry,3,Medium metro,1,37.7,32.0,38.6,18.0,74.087682129,1.3013217588147206,1.8930300140000043,Q3
05107,AR,Phillips,5,Micropolitan,0,43.1,41.9,48.6,21.8,67.665007222,3.325506001061059,8.315704921000005,Q4 (highest)
05109,AR,Pike,6,Non-core (rural),0,37.2,32.4,38.2,17.9,73.612730158,1.3831069807236633,2.367981985,Q2
05111,AR,Poinsett,4,Small metro,1,45.1,38.7,41.3,20.4,69.349754741,2.671224225789516,6.630957402000007,Q4 (highest)
05113,AR,Polk,6,Non-core (rural),0,35.5,33.5,40.2,19.4,72.686940508,1.6080163409732569,3.293771634999999,Q2
05115,AR,Pope,5,Micropolitan,0,38.3,33.7,45.3,16.4,75.680987066,1.648908951927729,0.29972507700000506,Q3
05117,AR,Prairie,6,Non-core (rural),0,36.7,32.1,40.5,18.1,74.238284556,1.3217680642919567,1.7424275870000088,Q2
05119,AR,Pulaski,3,Medium metro,1,39.0,28.4,40.6,13.4,74.321537474,0.5652547616342336,1.6591746690000093,Q3
05121,AR,Randolph,6,Non-core (rural),0,42.0,36.1,41.4,20.0,73.36154664,2.1396202833813867,2.619165503000005,Q4 (highest)
05123,AR,St. Francis,5,Micropolitan,0,48.4,42.5,48.2,21.8,72.509917377,3.4481838339244737,3.4707947660000116,Q4 (highest)
05125,AR,Saline,3,Medium metro,1,35.0,29.1,34.5,14.2,75.937941555,0.7083788999748843,0.042770588000010434,Q1 (lowest)
05127,AR,Scott,6,Non-core (rural),0,39.5,36.7,37.0,19.1,71.470840204,2.2622981162448013,4.509871939000007,Q3
05129,AR,Searcy,6,Non-core (rural),0,39.0,35.3,39.9,21.7,73.630319799,1.9760498395634996,2.3503923439999994,Q3
05131,AR,Sebastian,3,Medium metro,1,38.6,32.5,36.4,16.5,74.201774106,1.4035532862008995,1.7789380370000032,Q3
05133,AR,Sevier,6,Non-core (rural),0,42.5,40.0,41.5,18.8,73.27372182,2.93702619699358,2.7069903229999994,Q4 (highest)
05135,AR,Sharp,6,Non-core (rural),0,40.0,37.7,39.5,19.3,73.689087498,2.4667611710171586,2.291624644999999,Q3
05137,AR,Stone,6,Non-core (rural),0,40.9,34.4,40.1,19.7,74.753493152,1.7920330902683783,1.2272189910000009,Q4 (highest)
05139,AR,Union,5,Micropolitan,0,39.0,34.5,39.4,18.1,70.77122916,1.8124793957456142,5.209482983000001,Q3
05141,AR,Van Buren,6,Non-core (rural),0,39.900000000000006,37.0,39.6,19.3,74.96849993,2.323637032676508,1.0122122130000122,Q3
05143,AR,Washington,3,Medium metro,1,33.4,27.5,36.7,14.2,77.145340793,0.3812380123391122,-1.1646286499999974,Q1 (lowest)
05145,AR,White,5,Micropolitan,0,36.9,32.5,39.7,17.9,73.751771229,1.4035532862008995,2.228940914000006,Q2
05147,AR,Woodruff,6,Non-core (rural),0,39.8,40.7,39.2,21.3,73.036885602,3.0801503353342308,2.943826541000007,Q3
05149,AR,Yell,5,Micropolitan,0,37.3,35.5,41.9,18.6,74.071574933,2.0169424505179716,1.9091372100000115,Q2
06001,CA,Alameda,1,Large central metro,1,24.8,20.1,22.8,9.2,82.203733125,-1.1317885929763325,-6.223020981999994,Q1 (lowest)
06003,CA,Alpine,6,Non-core (rural),0,29.1,18.0,28.4,11.0,78.512311572,-1.5611610079982834,-2.5315994289999963,Q1 (lowest)
06005,CA,Amador,6,Non-core (rural),0,29.6,22.7,29.5,12.4,78.816769487,-0.6001846505682037,-2.8360573439999968,Q1 (lowest)
06007,CA,Butte,4,Small metro,1,31.0,22.7,30.6,13.9,76.553001245,-0.6001846505682037,-0.5722891019999992,Q1 (lowest)
06009,CA,Calaveras,6,Non-core (rural),0,30.6,24.8,29.8,13.4,78.620318565,-0.17081223554625274,-2.639606422,Q1 (lowest)
06011,CA,Colusa,6,Non-core (rural),0,33.4,30.3,35.3,13.5,79.507424274,0.9537345657017131,-3.5267121309999965,Q1 (lowest)
06013,CA,Contra Costa,2,Large fringe metro,1,24.3,22.7,27.8,9.3,81.558972184,-0.6001846505682037,-5.578260040999993,Q1 (lowest)
06015,CA,Del Norte,5,Micropolitan,0,32.7,24.2,31.0,15.0,74.614696887,-0.2934900684096675,1.3660152560000114,Q1 (lowest)
06017,CA,El Dorado,2,Large fringe metro,1,28.1,17.9,27.7,10.6,81.127153894,-1.5816073134755195,-5.146441750999998,Q1 (lowest)
06019,CA,Fresno,3,Medium metro,1,36.8,30.9,37.9,13.4,76.637940556,1.0764123985651273,-0.6572284129999986,Q2
06021,CA,Glenn,6,Non-core (rural),0,31.8,28.0,32.1,14.2,76.244868451,0.4834695397252909,-0.2641563079999969,Q1 (lowest)
06023,CA,Humboldt,5,Micropolitan,0,33.2,23.2,32.1,14.2,76.4417762,-0.49795312318202495,-0.4610640570000015,Q1 (lowest)
